gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,gen30,gen31,gen32,gen33,gen34,gen35,gen36,gen37,gen38,gen39,gen40,gen41,gen42,gen43,gen44,gen45,gen46,gen47,gen48,gen49,gen50,gen51,gen52,gen53,gen54,gen55,gen56,gen57,gen58,gen59,gen60,gen61,gen62,gen63,gen64,gen65,gen66,gen67,gen68,gen69,gen70,gen71,gen72,gen73,gen74,gen75,gen76,gen77,gen78,gen79,gen80,gen81,gen82,gen83,gen84,gen85,gen86,gen87,gen88,gen89,gen90,gen91,gen92,gen93,gen94,gen95,gen96,gen97,gen98,gen99
6462.0,10000.0,6290.0,5306.0,7762.0,9000.0,9000.0,8000.0,4466.0,7482.0,5956.0,5132.0,4868.0,3006.0,3392.0,3058.0,2568.0,4480.0,3058.0,2410.0,2708.0,2920.0,2532.0,2584.0,2724.0,2866.0,2480.0,2462.0,2356.0,6000.0,2532.0,2532.0,2126.0,2898.0,3898.0,2374.0,2038.0,2180.0,2090.0,2758.0,1916.0,2880.0,5602.0,2444.0,2810.0,2356.0,2792.0,2374.0,2038.0,2180.0,2038.0,1916.0,1792.0,2514.0,1916.0,2688.0,2950.0,2004.0,2462.0,2792.0,1880.0,2740.0,1758.0,1792.0,1968.0,1758.0,2828.0,2232.0,1828.0,1986.0,1950.0,1828.0,2688.0,1792.0,1968.0,1688.0,2020.0,1898.0,1862.0,1688.0,1828.0,1968.0,3126.0,1706.0,1634.0,2740.0,1670.0,2144.0,1688.0,2004.0,1828.0,2180.0,2004.0,1968.0,2598.0,2356.0,2688.0,2546.0,1722.0
7000.0,10000.0,6000.0,9000.0,5816.0,8000.0,7000.0,5180.0,4306.0,3532.0,4324.0,5058.0,6000.0,2794.0,5742.0,3268.0,5444.0,4656.0,2972.0,2550.0,3076.0,3058.0,3198.0,2724.0,3286.0,2602.0,3374.0,2462.0,3320.0,2462.0,2638.0,2268.0,2392.0,2338.0,2902.0,2584.0,2742.0,3090.0,2038.0,2932.0,4056.0,2338.0,3074.0,1968.0,2778.0,2932.0,2514.0,2180.0,1986.0,2338.0,2302.0,3038.0,2568.0,2232.0,1758.0,1986.0,2020.0,1916.0,1828.0,2792.0,2214.0,1688.0,1950.0,1758.0,1688.0,1792.0,1652.0,1932.0,3232.0,2950.0,2968.0,1828.0,1846.0,1758.0,1880.0,1862.0,1846.0,3090.0,2688.0,2038.0,1758.0,1776.0,2740.0,2268.0,1688.0,2670.0,2688.0,1670.0,1792.0,1916.0,1828.0,1580.0,1932.0,1880.0,1950.0,2198.0,1580.0,2480.0,2126.0
12000.0,9000.0,4744.0,7000.0,5410.0,6000.0,4268.0,4392.0,4128.0,6000.0,5180.0,2884.0,3762.0,5586.0,4268.0,3268.0,3692.0,6146.0,2568.0,6710.0,2392.0,2830.0,3568.0,2778.0,2654.0,2602.0,3286.0,2778.0,2462.0,2724.0,2584.0,2410.0,2620.0,2848.0,2374.0,2426.0,2268.0,2038.0,2286.0,2108.0,3144.0,2232.0,2074.0,1986.0,2038.0,2688.0,1880.0,2810.0,2180.0,2056.0,2108.0,1950.0,3776.0,1792.0,1932.0,1862.0,1810.0,2880.0,2828.0,1898.0,2602.0,4932.0,1828.0,2198.0,1810.0,1688.0,1862.0,2652.0,2090.0,2652.0,1792.0,1950.0,2598.0,1758.0,2426.0,2880.0,1722.0,1950.0,2950.0,1688.0,1792.0,1706.0,2652.0,2496.0,2652.0,1792.0,2688.0,1740.0,1828.0,3302.0,1758.0,2038.0,2898.0,1950.0,1828.0,3056.0,1968.0,1688.0,1722.0
9000.0,5448.0,9000.0,7306.0,7000.0,5044.0,3638.0,7000.0,4638.0,3710.0,6076.0,5094.0,3076.0,4058.0,3724.0,2884.0,3816.0,3920.0,2672.0,4444.0,2884.0,2866.0,2954.0,3884.0,2742.0,2514.0,2602.0,2620.0,2144.0,4090.0,3108.0,2410.0,2268.0,6000.0,3144.0,2392.0,2162.0,2602.0,2496.0,2672.0,1968.0,2792.0,1932.0,1862.0,2038.0,2268.0,3180.0,2144.0,1846.0,1862.0,1898.0,2392.0,2898.0,2778.0,1880.0,2688.0,1810.0,2004.0,1968.0,2862.0,4740.0,1758.0,2004.0,1916.0,1846.0,1828.0,1758.0,3162.0,1828.0,1898.0,1916.0,1810.0,1722.0,2706.0,1688.0,1916.0,2074.0,2616.0,3758.0,1828.0,2776.0,1740.0,1968.0,1688.0,2722.0,1792.0,1688.0,1670.0,2180.0,1880.0,1968.0,2514.0,2074.0,1688.0,1688.0,1968.0,1828.0,1758.0,1722.0
10000.0,10000.0,7992.0,10000.0,4132.0,6656.0,7000.0,4466.0,6000.0,3920.0,3812.0,6000.0,3708.0,3972.0,4186.0,6164.0,2794.0,4146.0,3180.0,2812.0,2568.0,3584.0,2690.0,6000.0,3006.0,2672.0,2884.0,2286.0,3268.0,2568.0,2410.0,3006.0,2090.0,2672.0,2356.0,6250.0,2568.0,2268.0,2356.0,2670.0,2722.0,2392.0,2214.0,2074.0,1932.0,2056.0,3672.0,2286.0,2462.0,2056.0,6000.0,2074.0,1862.0,2056.0,2020.0,1916.0,2462.0,2652.0,1968.0,1846.0,2004.0,1792.0,2214.0,1722.0,1758.0,1880.0,2898.0,3880.0,2108.0,1688.0,1916.0,1776.0,1810.0,2020.0,2758.0,1828.0,1916.0,1828.0,2020.0,1688.0,1986.0,1916.0,1634.0,1740.0,1740.0,1986.0,1616.0,2898.0,1634.0,2616.0,1828.0,1828.0,2162.0,2616.0,2616.0,3862.0,2724.0,1828.0,1916.0
7180.0,6000.0,6000.0,5430.0,4392.0,5080.0,7000.0,4198.0,4816.0,4128.0,4080.0,4692.0,2990.0,3744.0,4550.0,5428.0,3198.0,2532.0,2392.0,3708.0,2672.0,2268.0,2866.0,2338.0,2410.0,2426.0,2830.0,2232.0,2410.0,3392.0,3286.0,2338.0,2532.0,2356.0,2056.0,2074.0,2532.0,2426.0,2038.0,2880.0,1828.0,3126.0,2532.0,3162.0,2004.0,2198.0,1986.0,1916.0,2126.0,2496.0,1916.0,3020.0,2286.0,2932.0,1898.0,2232.0,1880.0,4740.0,1898.0,2688.0,1916.0,1916.0,1968.0,1968.0,1828.0,1968.0,1828.0,3722.0,2688.0,1916.0,2810.0,2688.0,6000.0,1740.0,1810.0,1968.0,2162.0,1862.0,2232.0,1776.0,3688.0,2180.0,1688.0,2670.0,1828.0,1968.0,1706.0,1616.0,2214.0,1950.0,2108.0,1758.0,1950.0,2598.0,2616.0,3972.0,2532.0,1986.0,1688.0
13000.0,7920.0,7000.0,5956.0,6000.0,6956.0,6000.0,4448.0,3886.0,4356.0,3920.0,3338.0,3672.0,4234.0,4584.0,4080.0,4830.0,3656.0,2638.0,3198.0,2936.0,3672.0,2708.0,2584.0,2496.0,2760.0,2672.0,3144.0,2620.0,2410.0,6000.0,2338.0,2584.0,2724.0,3144.0,3074.0,2214.0,1950.0,2180.0,2862.0,2932.0,1950.0,2616.0,2020.0,2462.0,2074.0,1880.0,1932.0,2986.0,2090.0,2638.0,6000.0,2108.0,1740.0,2654.0,2038.0,1880.0,1828.0,1950.0,2056.0,3828.0,1776.0,3916.0,1758.0,1688.0,2810.0,1950.0,3302.0,1968.0,2338.0,1722.0,2214.0,1688.0,1932.0,1950.0,2688.0,1688.0,1688.0,2898.0,1688.0,1688.0,2568.0,1688.0,1722.0,2004.0,1688.0,1758.0,1792.0,2144.0,2232.0,2038.0,1776.0,2616.0,2968.0,1898.0,1880.0,1828.0,2898.0,1792.0
10000.0,8000.0,4290.0,8000.0,7000.0,6000.0,6000.0,4992.0,3744.0,7128.0,4220.0,3956.0,3128.0,3550.0,2690.0,4076.0,2778.0,3586.0,3338.0,4094.0,2778.0,2690.0,2480.0,2480.0,2462.0,2514.0,2654.0,2620.0,2320.0,3162.0,2426.0,4392.0,2426.0,2286.0,3846.0,6000.0,2968.0,2392.0,2986.0,2108.0,1898.0,2828.0,2056.0,1968.0,2074.0,2180.0,3320.0,1810.0,2108.0,4090.0,4126.0,1828.0,2846.0,1950.0,2514.0,2108.0,1916.0,1828.0,1846.0,1846.0,1862.0,2496.0,1932.0,1950.0,1880.0,3810.0,1880.0,1688.0,2356.0,2162.0,2162.0,1968.0,1688.0,2020.0,1792.0,1828.0,1758.0,1792.0,1652.0,1688.0,1846.0,2126.0,1688.0,2828.0,2214.0,2792.0,1950.0,1792.0,1776.0,2074.0,2598.0,1932.0,2392.0,2462.0,2162.0,4830.0,2634.0,1828.0,2302.0
10000.0,8000.0,7674.0,7000.0,6000.0,9000.0,6674.0,7000.0,5956.0,3920.0,6462.0,5378.0,3042.0,5656.0,3568.0,3392.0,3094.0,2990.0,2742.0,2778.0,2602.0,2672.0,3638.0,2514.0,2724.0,2778.0,2902.0,2356.0,2268.0,3042.0,2144.0,2374.0,2862.0,1968.0,3268.0,2090.0,2108.0,2214.0,2162.0,1828.0,2898.0,2410.0,3056.0,1898.0,2320.0,2056.0,2074.0,2898.0,1932.0,1968.0,2932.0,2232.0,2038.0,2828.0,1986.0,1810.0,2004.0,2198.0,1916.0,2950.0,1932.0,2792.0,2020.0,1792.0,2198.0,3320.0,1722.0,1986.0,2652.0,1898.0,1758.0,1916.0,1722.0,1828.0,2776.0,1688.0,3828.0,2792.0,1792.0,1740.0,1810.0,1862.0,6000.0,2688.0,2038.0,1862.0,1758.0,2652.0,1740.0,2038.0,1828.0,6000.0,2038.0,1846.0,1758.0,2688.0,2162.0,2722.0,1862.0
9000.0,10000.0,9000.0,9000.0,9000.0,6000.0,8094.0,6000.0,3392.0,7886.0,3886.0,3674.0,4168.0,3286.0,5180.0,3920.0,2902.0,2654.0,3868.0,2742.0,2602.0,2496.0,3146.0,3462.0,2972.0,2268.0,6000.0,2568.0,3514.0,2848.0,4356.0,2232.0,2356.0,3144.0,2496.0,2392.0,2268.0,2532.0,2688.0,2828.0,6000.0,2126.0,2568.0,2550.0,3004.0,2180.0,2392.0,3004.0,2688.0,2074.0,2776.0,1898.0,2828.0,2722.0,2074.0,1828.0,2004.0,1846.0,2232.0,2004.0,2198.0,1968.0,1862.0,2688.0,1828.0,2688.0,1810.0,1616.0,3758.0,2090.0,1862.0,1722.0,1898.0,1898.0,1688.0,3584.0,1758.0,2688.0,1932.0,2056.0,1758.0,1634.0,2392.0,1932.0,2812.0,1634.0,2652.0,1688.0,1688.0,2320.0,1740.0,1688.0,1968.0,1898.0,2932.0,1740.0,2038.0,2950.0,1932.0
8000.0,7000.0,11000.0,12000.0,6000.0,8000.0,6234.0,4638.0,4674.0,8000.0,4114.0,5938.0,3392.0,2884.0,3480.0,4462.0,4462.0,3550.0,3042.0,3620.0,2690.0,3042.0,2902.0,2830.0,2866.0,2392.0,2462.0,2232.0,3076.0,6000.0,2742.0,2144.0,2392.0,3268.0,2356.0,2480.0,2932.0,2794.0,2496.0,1916.0,3932.0,4126.0,1968.0,1792.0,2074.0,2320.0,2180.0,2108.0,1828.0,2268.0,2074.0,1986.0,2056.0,1758.0,2688.0,2144.0,1932.0,2268.0,1828.0,4020.0,1846.0,2688.0,1758.0,2462.0,1810.0,1968.0,2810.0,1828.0,1722.0,2758.0,2532.0,2020.0,1792.0,2532.0,2688.0,1758.0,2670.0,2162.0,2812.0,1810.0,1968.0,2638.0,1898.0,2302.0,1652.0,1880.0,1688.0,1792.0,1670.0,1828.0,1792.0,2268.0,1898.0,1792.0,2672.0,2180.0,2038.0,2532.0,2688.0
11000.0,9000.0,9000.0,10000.0,6000.0,6000.0,4448.0,4480.0,2954.0,4044.0,3850.0,6250.0,3586.0,3974.0,2778.0,3058.0,3338.0,5268.0,3286.0,3198.0,4044.0,3356.0,2496.0,3742.0,2320.0,3392.0,3866.0,2496.0,2584.0,2950.0,2268.0,3828.0,4144.0,2392.0,2004.0,2126.0,2232.0,2652.0,2410.0,3090.0,6000.0,2038.0,2074.0,3004.0,2038.0,2232.0,2232.0,2020.0,2742.0,1932.0,6000.0,2620.0,6000.0,6144.0,1828.0,1846.0,3374.0,2778.0,1810.0,1792.0,2126.0,2038.0,1950.0,1986.0,1862.0,1810.0,2688.0,2652.0,2758.0,1792.0,1688.0,2286.0,2214.0,3846.0,2688.0,2056.0,1688.0,1776.0,1776.0,2846.0,1688.0,1688.0,1776.0,1688.0,2320.0,2794.0,1688.0,2108.0,2338.0,2688.0,1740.0,3722.0,1880.0,2180.0,2302.0,1898.0,1916.0,2828.0,2742.0
6272.0,9000.0,6956.0,9000.0,5272.0,6000.0,3724.0,5164.0,3724.0,5010.0,3956.0,7412.0,4990.0,4186.0,4324.0,2972.0,3320.0,4672.0,4742.0,3428.0,2794.0,2550.0,2602.0,2320.0,2514.0,2690.0,2742.0,2496.0,3936.0,2476.0,3568.0,2374.0,2320.0,2038.0,2144.0,2180.0,2144.0,2550.0,4302.0,2620.0,2444.0,2162.0,2108.0,5074.0,2162.0,2004.0,2880.0,2004.0,2056.0,1880.0,2074.0,1792.0,2268.0,1792.0,1898.0,2056.0,2126.0,1932.0,1846.0,1950.0,2320.0,2074.0,1792.0,1968.0,1898.0,1932.0,1688.0,1688.0,1758.0,2374.0,2652.0,1740.0,2090.0,1688.0,1810.0,2688.0,2038.0,1828.0,1810.0,1828.0,1828.0,1670.0,2722.0,1688.0,2496.0,1706.0,3652.0,3616.0,1986.0,2758.0,1810.0,1846.0,1792.0,1706.0,2688.0,2056.0,2338.0,2374.0,1862.0
9000.0,8000.0,14000.0,6672.0,10000.0,6482.0,7090.0,5742.0,7098.0,6000.0,2990.0,3568.0,6356.0,3742.0,4532.0,3058.0,3568.0,3498.0,3216.0,3094.0,2638.0,2496.0,3568.0,5724.0,3514.0,2214.0,2496.0,2392.0,2584.0,2410.0,2812.0,2602.0,2532.0,2108.0,2074.0,2108.0,2480.0,2462.0,2144.0,2126.0,2232.0,2880.0,2654.0,3302.0,2916.0,2862.0,1986.0,2828.0,2108.0,2074.0,1846.0,1880.0,1932.0,2108.0,2392.0,2374.0,2880.0,2038.0,2580.0,2108.0,1932.0,3094.0,1862.0,1846.0,1810.0,1828.0,2356.0,2740.0,2532.0,1792.0,1862.0,1758.0,1862.0,2038.0,2688.0,1792.0,2792.0,2320.0,1758.0,1706.0,1722.0,1968.0,1880.0,1986.0,1862.0,1810.0,1688.0,1616.0,1828.0,2090.0,1828.0,1828.0,1968.0,2706.0,2320.0,1828.0,3444.0,1758.0,1950.0
9000.0,7000.0,8000.0,10000.0,7904.0,6000.0,6000.0,9000.0,7268.0,5654.0,5356.0,5216.0,6780.0,3550.0,2972.0,4812.0,3094.0,3830.0,3760.0,2584.0,3094.0,2568.0,2812.0,3024.0,2462.0,2848.0,2444.0,2426.0,2356.0,2038.0,2392.0,2916.0,2286.0,2144.0,2268.0,2392.0,2004.0,2950.0,3268.0,2020.0,2286.0,2232.0,2812.0,6000.0,2268.0,2074.0,2004.0,2004.0,2144.0,2074.0,1828.0,2550.0,2232.0,1968.0,1828.0,1898.0,2846.0,2776.0,1776.0,1916.0,3056.0,2758.0,1828.0,2810.0,1880.0,1950.0,2286.0,2722.0,1688.0,1722.0,2932.0,2862.0,1688.0,1740.0,2740.0,3004.0,1792.0,2180.0,2074.0,1968.0,1898.0,1862.0,1670.0,1688.0,2792.0,1792.0,1758.0,2616.0,3792.0,2880.0,1758.0,2126.0,2038.0,2688.0,1862.0,1986.0,1758.0,2776.0,2722.0
10000.0,8306.0,9000.0,9000.0,8026.0,4150.0,5110.0,4150.0,7394.0,4098.0,4044.0,4098.0,6098.0,3392.0,3532.0,3638.0,2742.0,3076.0,2954.0,4428.0,2568.0,5724.0,2708.0,2532.0,2550.0,2620.0,2374.0,3286.0,3794.0,2902.0,2320.0,4214.0,2742.0,4514.0,3094.0,2144.0,2144.0,2144.0,1932.0,2302.0,2056.0,2108.0,1986.0,2268.0,2620.0,2108.0,2444.0,7000.0,2020.0,4374.0,1986.0,1932.0,2584.0,1968.0,2020.0,1916.0,2758.0,2496.0,1758.0,2302.0,2810.0,3672.0,1792.0,2338.0,1792.0,2038.0,2268.0,2688.0,1828.0,1688.0,1862.0,1758.0,3670.0,1792.0,2198.0,1688.0,1916.0,1740.0,2144.0,1810.0,4916.0,2546.0,1758.0,1758.0,4338.0,1968.0,1828.0,1898.0,2232.0,2546.0,1670.0,5546.0,2758.0,1688.0,1688.0,1968.0,1968.0,1688.0,1688.0
10992.0,8000.0,9000.0,6000.0,10000.0,4394.0,6000.0,6000.0,4128.0,6672.0,3462.0,4186.0,3110.0,3338.0,5006.0,4098.0,3006.0,3110.0,3514.0,2866.0,3164.0,2848.0,2866.0,2638.0,2830.0,3286.0,5320.0,2620.0,2426.0,2602.0,2198.0,6000.0,3108.0,2056.0,2320.0,2426.0,2392.0,2302.0,2848.0,2480.0,2742.0,2144.0,2724.0,3004.0,2320.0,1862.0,2916.0,2108.0,2038.0,2038.0,2038.0,1932.0,2338.0,1898.0,2792.0,1898.0,2074.0,2020.0,1968.0,1828.0,1950.0,2090.0,2794.0,2776.0,1828.0,2688.0,1846.0,1722.0,5356.0,2126.0,3198.0,1776.0,2108.0,1828.0,1740.0,3392.0,2126.0,2144.0,2392.0,1986.0,1862.0,2758.0,2740.0,1652.0,2074.0,1758.0,2688.0,1810.0,1616.0,1968.0,1688.0,1986.0,1916.0,1792.0,1652.0,2056.0,1670.0,1810.0,1828.0
10000.0,9000.0,8000.0,6000.0,8000.0,13000.0,3798.0,6000.0,4466.0,4638.0,4132.0,4466.0,4150.0,4062.0,2532.0,2884.0,2972.0,3198.0,2672.0,2532.0,2724.0,3234.0,2568.0,2742.0,2392.0,2426.0,2320.0,3462.0,2462.0,2320.0,3214.0,2550.0,3004.0,2038.0,2302.0,3514.0,2638.0,2126.0,2090.0,2180.0,2602.0,2426.0,2090.0,2480.0,6000.0,2020.0,2198.0,2880.0,2568.0,1862.0,1932.0,2758.0,2866.0,2740.0,2038.0,1880.0,1846.0,1950.0,1916.0,2074.0,1880.0,2410.0,2792.0,2162.0,1792.0,1776.0,2004.0,1776.0,1986.0,6000.0,2020.0,1722.0,1846.0,2568.0,1862.0,2722.0,2722.0,1634.0,1634.0,2090.0,2546.0,1688.0,1740.0,1792.0,1792.0,2828.0,2828.0,3056.0,2532.0,2214.0,2688.0,2108.0,4638.0,1986.0,2616.0,3038.0,2020.0,2004.0,2812.0
9000.0,4378.0,7000.0,7000.0,7000.0,7778.0,8000.0,5098.0,4338.0,3956.0,3108.0,5290.0,3726.0,6466.0,4394.0,3058.0,2760.0,3480.0,2320.0,3392.0,6780.0,2708.0,2830.0,2568.0,2286.0,2532.0,3514.0,2848.0,2812.0,3286.0,2620.0,2338.0,3320.0,2426.0,2672.0,6000.0,2302.0,1968.0,2898.0,2286.0,2688.0,2126.0,2286.0,2758.0,2232.0,1880.0,2180.0,1828.0,2004.0,1932.0,2338.0,1862.0,1846.0,1898.0,1758.0,2374.0,2038.0,1986.0,1898.0,2320.0,2108.0,2162.0,2038.0,1810.0,2884.0,2652.0,1916.0,1792.0,2794.0,1828.0,1722.0,1880.0,1828.0,1758.0,2268.0,1722.0,2038.0,2392.0,1880.0,1916.0,1986.0,1722.0,1758.0,2302.0,2144.0,1810.0,1758.0,2740.0,2444.0,1968.0,3004.0,2758.0,2848.0,2426.0,1758.0,1828.0,3740.0,2108.0,4108.0
10000.0,6000.0,6378.0,8024.0,8448.0,3956.0,6462.0,4256.0,5410.0,4974.0,3268.0,4392.0,6868.0,3426.0,2830.0,2638.0,2866.0,4024.0,3568.0,6146.0,2742.0,2392.0,2602.0,2496.0,3496.0,2724.0,2462.0,2568.0,2410.0,2214.0,2794.0,4232.0,2126.0,3110.0,2108.0,2620.0,2724.0,2514.0,2514.0,2862.0,2162.0,2968.0,1968.0,2090.0,2392.0,2090.0,2410.0,3990.0,1986.0,2056.0,2232.0,8000.0,2898.0,1758.0,2846.0,2020.0,1776.0,1846.0,2268.0,1776.0,2410.0,1950.0,2126.0,1880.0,1828.0,1862.0,3688.0,3164.0,1828.0,2302.0,2198.0,2090.0,1722.0,1776.0,1916.0,1810.0,1968.0,2638.0,1846.0,1776.0,2688.0,2108.0,1758.0,1862.0,1898.0,1810.0,2616.0,1880.0,2180.0,1688.0,2020.0,2616.0,2758.0,1758.0,1758.0,1722.0,1792.0,2792.0,1792.0
50000000.0,11000.0,11000.0,6000.0,10000.0,6000.0,4412.0,7062.0,6798.0,3692.0,3954.0,3094.0,2972.0,5936.0,3110.0,3586.0,4144.0,2708.0,3128.0,3164.0,2654.0,2568.0,3042.0,2356.0,2356.0,2444.0,3410.0,2392.0,2374.0,2286.0,2742.0,2708.0,2374.0,3056.0,2480.0,2392.0,2004.0,1916.0,2268.0,3198.0,2004.0,2356.0,1968.0,2302.0,1862.0,2652.0,2302.0,6000.0,1986.0,1828.0,1880.0,3496.0,2004.0,3480.0,2898.0,2056.0,1968.0,2090.0,1828.0,2126.0,2426.0,2180.0,2126.0,4898.0,2706.0,1828.0,2038.0,1898.0,1828.0,2670.0,2862.0,1862.0,1758.0,1898.0,1688.0,1898.0,1828.0,2426.0,1670.0,2792.0,1968.0,1758.0,1688.0,1688.0,1722.0,2722.0,2462.0,1968.0,3670.0,2180.0,2356.0,2074.0,2004.0,1810.0,1792.0,2038.0,2356.0,2706.0,2056.0
13000.0,9000.0,12000.0,7550.0,11000.0,6000.0,8000.0,6000.0,9000.0,3956.0,4394.0,6956.0,3374.0,6392.0,3392.0,3216.0,3656.0,5674.0,6098.0,3146.0,2936.0,3180.0,2812.0,2690.0,2830.0,2742.0,2812.0,2584.0,3302.0,2444.0,2410.0,2108.0,2286.0,2568.0,4708.0,2162.0,2108.0,6000.0,2144.0,2550.0,2090.0,2462.0,4108.0,4074.0,2986.0,2652.0,2392.0,3286.0,2884.0,2426.0,3074.0,2268.0,2532.0,1846.0,1968.0,2038.0,1688.0,1968.0,1758.0,1932.0,1810.0,1950.0,2634.0,2792.0,2020.0,1932.0,1740.0,1688.0,2320.0,1758.0,2126.0,1828.0,2268.0,1862.0,1792.0,3546.0,2338.0,1722.0,2180.0,1792.0,3580.0,1792.0,2688.0,1792.0,2722.0,1828.0,1634.0,1722.0,1670.0,3862.0,2162.0,1652.0,2722.0,2722.0,2462.0,2338.0,2758.0,2652.0,1846.0
8480.0,10000.0,11000.0,9000.0,10000.0,4360.0,9000.0,7000.0,3956.0,6550.0,4356.0,4306.0,4290.0,3568.0,3480.0,3726.0,4848.0,2742.0,3672.0,2550.0,2550.0,2812.0,4302.0,2742.0,2568.0,6000.0,2514.0,2708.0,2672.0,2532.0,2356.0,3286.0,2320.0,2444.0,3198.0,2286.0,2268.0,3862.0,1916.0,3302.0,2056.0,3038.0,2356.0,2038.0,4180.0,2180.0,2232.0,3056.0,5004.0,6000.0,1950.0,2338.0,1828.0,1916.0,1932.0,3880.0,3128.0,6000.0,2950.0,2792.0,2568.0,2074.0,1880.0,1792.0,1688.0,2162.0,1652.0,2932.0,1792.0,1670.0,1898.0,1688.0,2722.0,1792.0,2758.0,1776.0,2004.0,3020.0,1722.0,1688.0,2688.0,1792.0,1810.0,1828.0,1616.0,1722.0,1688.0,2074.0,2758.0,2004.0,1740.0,3038.0,1688.0,2144.0,2920.0,2074.0,1598.0,2198.0,2688.0
8000.0,6342.0,6000.0,6000.0,8098.0,6238.0,6356.0,11000.0,6168.0,6000.0,2990.0,3568.0,4150.0,3778.0,4584.0,5198.0,2812.0,3550.0,2760.0,2778.0,4180.0,3830.0,2392.0,2496.0,2392.0,2462.0,2320.0,2462.0,2568.0,2444.0,2568.0,2444.0,2198.0,2232.0,2638.0,2108.0,2268.0,2950.0,2004.0,2320.0,2162.0,2056.0,2004.0,2602.0,1968.0,1950.0,1898.0,2392.0,1968.0,2198.0,1986.0,1828.0,1986.0,2496.0,2038.0,2688.0,1898.0,1932.0,2568.0,2688.0,1986.0,1968.0,1722.0,1758.0,1932.0,1688.0,1776.0,2356.0,1776.0,1986.0,1688.0,1932.0,2180.0,2846.0,1688.0,1652.0,1792.0,1898.0,1810.0,1846.0,3076.0,1776.0,2916.0,1968.0,1898.0,1652.0,1740.0,1722.0,3810.0,1792.0,1898.0,1688.0,1950.0,2056.0,2162.0,1740.0,2020.0,2144.0,1828.0
11000.0,8000.0,6000.0,8000.0,6000.0,6584.0,6000.0,9000.0,4448.0,4482.0,6000.0,3164.0,4026.0,3094.0,4812.0,3480.0,3816.0,3480.0,3180.0,2620.0,2920.0,2584.0,2568.0,2584.0,3198.0,4304.0,3024.0,2672.0,3638.0,7000.0,5550.0,2602.0,2302.0,2038.0,2144.0,3584.0,2214.0,3020.0,3004.0,1916.0,2004.0,2462.0,2232.0,2462.0,2038.0,1986.0,3690.0,6000.0,2828.0,1898.0,2108.0,1916.0,1862.0,2810.0,1880.0,2126.0,2968.0,1950.0,1862.0,2038.0,3532.0,2302.0,1916.0,2758.0,1776.0,2180.0,1792.0,1880.0,1846.0,1792.0,1688.0,2598.0,1828.0,2286.0,1706.0,2654.0,1968.0,1792.0,1722.0,2004.0,1828.0,1670.0,1758.0,1932.0,1776.0,2108.0,1740.0,1634.0,2616.0,2722.0,1792.0,2792.0,1810.0,1810.0,2722.0,2108.0,2020.0,2144.0,1758.0
10000.0,10000.0,10000.0,9000.0,8656.0,4204.0,5448.0,4832.0,4584.0,4974.0,8000.0,3620.0,3902.0,3462.0,3428.0,3604.0,3410.0,2778.0,2374.0,3110.0,2584.0,3462.0,2602.0,3672.0,2514.0,3356.0,2462.0,2550.0,2320.0,4198.0,2638.0,2144.0,2638.0,2268.0,4038.0,2392.0,2232.0,2232.0,2004.0,2180.0,2108.0,2356.0,2126.0,3214.0,1898.0,1846.0,2214.0,3742.0,1932.0,2074.0,2670.0,1776.0,1950.0,3180.0,2550.0,1898.0,1968.0,2374.0,1968.0,1810.0,1880.0,1968.0,2776.0,2056.0,2004.0,1828.0,3758.0,2320.0,7000.0,1916.0,3828.0,1688.0,1688.0,1758.0,2108.0,1758.0,2074.0,1688.0,1932.0,1776.0,1758.0,2514.0,1722.0,2020.0,2706.0,1828.0,2410.0,1950.0,1828.0,2056.0,2598.0,2688.0,1932.0,2426.0,1758.0,2020.0,1916.0,1828.0,2670.0
11000.0,10000.0,6392.0,9000.0,9256.0,6000.0,8000.0,5482.0,5992.0,4568.0,3392.0,4290.0,4198.0,3392.0,3250.0,3990.0,4024.0,3428.0,2602.0,5320.0,2884.0,3042.0,2620.0,2584.0,2724.0,2584.0,2830.0,3286.0,2302.0,2462.0,2180.0,2144.0,2286.0,2410.0,2426.0,2338.0,2462.0,2268.0,2126.0,2108.0,1862.0,3108.0,2074.0,2198.0,1810.0,2480.0,2760.0,2670.0,1862.0,1932.0,1932.0,2950.0,1828.0,2706.0,1932.0,2038.0,2616.0,3688.0,2880.0,2496.0,1792.0,3932.0,1758.0,2828.0,1706.0,1758.0,1846.0,1688.0,2758.0,1968.0,1810.0,1776.0,1986.0,1810.0,1968.0,1898.0,1776.0,2810.0,1828.0,1862.0,1898.0,2828.0,1740.0,1792.0,1968.0,2020.0,1986.0,1688.0,2004.0,1688.0,2004.0,2180.0,1916.0,2722.0,1862.0,1810.0,1652.0,2688.0,3006.0
